Date,HomeTeam,AwayTeam,FTHG,FTAG
15/12/2025,Sp Braga,Santa Clara,1,0
15/12/2025,Porto,Estrela,3,1
19/12/2025,Estoril,Sp Braga,1,0
20/12/2025,Gil Vicente,Rio Ave,2,2
20/12/2025,Estrela,Moreirense,0,0
21/12/2025,AVS,Nacional,2,2
21/12/2025,Tondela,Casa Pia,1,2
21/12/2025,Santa Clara,Arouca,0,0
22/12/2025,Alverca,Porto,0,3
22/12/2025,Benfica,Famalicao,1,0
23/12/2025,Guimaraes,Sp Lisbon,1,4
27/12/2025,Famalicao,Estrela,2,3
27/12/2025,Estoril,Alverca,4,1
28/12/2025,Arouca,Gil Vicente,2,2
28/12/2025,Casa Pia,Guimaraes,0,0
28/12/2025,Sp Braga,Benfica,2,2
28/12/2025,Sp Lisbon,Rio Ave,4,0
29/12/2025,Porto,AVS,2,0
02/01/2026,Gil Vicente,Sp Lisbon,1,1
02/01/2026,Guimaraes,Nacional,2,1
03/01/2026,Tondela,Arouca,3,1
03/01/2026,Benfica,Estoril,3,1
03/01/2026,Estrela,Sp Braga,3,3
03/01/2026,AVS,Moreirense,0,2
04/01/2026,Rio Ave,Casa Pia,3,1
04/01/2026,Santa Clara,Porto,0,1
04/01/2026,Alverca,Famalicao,1,0
11/01/2026,Nacional,Santa Clara,3,3
11/01/2026,Moreirense,Tondela,1,0
16/01/2026,Sp Lisbon,Casa Pia,3,0
17/01/2026,Gil Vicente,Nacional,2,1
17/01/2026,Alverca,Moreirense,2,1
17/01/2026,AVS,Arouca,0,1
17/01/2026,Rio Ave,Benfica,0,2
18/01/2026,Santa Clara,Famalicao,0,1
18/01/2026,Tondela,Sp Braga,0,1
18/01/2026,Guimaraes,Porto,0,1
19/01/2026,Estrela,Estoril,0,5
23/01/2026,Casa Pia,AVS,3,3
24/01/2026,Moreirense,Santa Clara,1,0
24/01/2026,Arouca,Sp Lisbon,1,2
24/01/2026,Estoril,Guimaraes,4,2
25/01/2026,Nacional,Rio Ave,4,0
25/01/2026,Benfica,Estrela,4,0
25/01/2026,Famalicao,Tondela,3,0
25/01/2026,Sp Braga,Alverca,5,0
26/01/2026,Porto,Gil Vicente,3,0
30/01/2026,Guimaraes,Moreirense,1,0
31/01/2026,Santa Clara,Estoril,2,4
31/01/2026,Rio Ave,Arouca,0,3
31/01/2026,Alverca,Estrela,1,1
01/02/2026,Gil Vicente,Famalicao,5,0
01/02/2026,Sp Lisbon,Nacional,2,1
01/02/2026,Tondela,Benfica,0,0
02/02/2026,AVS,Sp Braga,0,4
02/02/2026,Casa Pia,Porto,2,1
07/02/2026,Estrela,Santa Clara,1,0
07/02/2026,Moreirense,Gil Vicente,1,2
07/02/2026,Estoril,Tondela,2,2
07/02/2026,Arouca,Guimaraes,3,2
08/02/2026,Nacional,Casa Pia,0,0
08/02/2026,Sp Braga,Rio Ave,3,0
08/02/2026,Benfica,Alverca,2,1
09/02/2026,Famalicao,AVS,3,1
09/02/2026,Porto,Sp Lisbon,1,1
13/02/2026,Santa Clara,Benfica,1,2
13/02/2026,Tondela,Alverca,1,1
14/02/2026,Casa Pia,Arouca,3,2
14/02/2026,Guimaraes,Estrela,2,1
14/02/2026,Gil Vicente,Sp Braga,2,1
15/02/2026,Nacional,Porto,0,1
15/02/2026,AVS,Estoril,3,0
15/02/2026,Sp Lisbon,Famalicao,1,0
16/02/2026,Rio Ave,Moreirense,1,2
